metric,criterion,criterion_short,k11,k12,k21,k22,n_metric,n_criterion,n_total,lr,g2,p_value,q_value,reject_q05
win rate,absence of omissions (relative to input),Absence of Omissions,2,20,63,547,22,65,632,0.8802308802308803,0.036448035362757,0.8485932177979548,0.8922643499816203,False
precision,absence of omissions (relative to input),Absence of Omissions,5,31,60,536,36,65,632,1.3796296296296298,0.4929139141592422,0.4826303455109795,0.740781719303381,False
spearman correlation,absence of omissions (relative to input),Absence of Omissions,5,16,60,551,21,65,632,2.4246031746031744,3.3102975850286915,0.0688470237692363,0.5118748230647697,False
pearson correlation,absence of omissions (relative to input),Absence of Omissions,3,12,62,555,15,65,632,1.9903225806451617,1.277220486663586,0.2584164791136178,0.740781719303381,False
bleurt,absence of omissions (relative to input),Absence of Omissions,5,27,60,540,32,65,632,1.5625,0.9213027275784844,0.3371331508883053,0.740781719303381,False
qafacteval,absence of omissions (relative to input),Absence of Omissions,1,9,64,558,10,65,632,0.971875,0.0009005401370057,0.976059874698192,0.9814257893474396,False
cider,absence of omissions (relative to input),Absence of Omissions,2,14,63,553,16,65,632,1.222222222222222,0.0824196634572385,0.7740447485839469,0.8426523043285506,False
mrr,absence of omissions (relative to input),Absence of Omissions,2,11,63,556,13,65,632,1.5115995115995118,0.3309912661788257,0.5650759768106597,0.740781719303381,False
distinct,absence of omissions (relative to input),Absence of Omissions,1,15,64,552,16,65,632,0.6015625,0.3308842959722748,0.565138845947909,0.740781719303381,False
attack success rate asr,absence of omissions (relative to input),Absence of Omissions,0,14,65,553,14,65,632,0.0,3.074960040353494,0.0795065477785726,0.5473574189432762,False
perplexity,absence of omissions (relative to input),Absence of Omissions,2,27,63,540,29,65,632,0.6600985221674877,0.4205270305152331,0.5166741833896804,0.740781719303381,False
alignscore,absence of omissions (relative to input),Absence of Omissions,1,10,64,557,11,65,632,0.8821022727272727,0.0179127338927148,0.8935303125623041,0.924041973493134,False
chair,absence of omissions (relative to input),Absence of Omissions,1,9,64,558,10,65,632,0.971875,0.0009005401370057,0.976059874698192,0.9814257893474396,False
chrf,absence of omissions (relative to input),Absence of Omissions,3,10,62,557,13,65,632,2.303970223325062,1.8211044268696488,0.1771818700281079,0.739704840274116,False
comet,absence of omissions (relative to input),Absence of Omissions,7,20,58,547,27,65,632,2.70434227330779,5.607185808338458,0.0178869672578153,0.2465904627954764,False
cosine similarity,absence of omissions (relative to input),Absence of Omissions,2,11,63,556,13,65,632,1.5115995115995118,0.3309912661788257,0.5650759768106597,0.740781719303381,False
auroc,absence of omissions (relative to input),Absence of Omissions,0,10,65,557,10,65,632,0.0,2.1889456858122074,0.1390044356294942,0.6716266264226144,False
rouge,complexity/non-complexity (content/meaning),Complexity (content),2,163,7,460,165,9,632,0.8086580086580086,0.0739229469756921,0.7857083329341582,0.8477889946254791,False
bleu,complexity/non-complexity (content/meaning),Complexity (content),1,148,8,475,149,9,632,0.4052013422818791,0.924064334241788,0.3364100688873779,0.740781719303381,False
accuracy,complexity/non-complexity (content/meaning),Complexity (content),2,125,7,498,127,9,632,1.1361079865016872,0.0250977229574422,0.8741237995449308,0.9104626590932108,False
exact match,complexity/non-complexity (content/meaning),Complexity (content),1,36,8,587,37,9,632,2.010135135135135,0.3687579793396879,0.5436820553357347,0.740781719303381,False
moverscore,complexity/non-complexity (content/meaning),Complexity (content),0,19,9,604,19,9,632,0.0,0.5534514399225683,0.4569108569719174,0.740781719303381,False
meteor,complexity/non-complexity (content/meaning),Complexity (content),0,60,9,563,60,9,632,0.0,1.8090869392636793,0.1786177989246504,0.739704840274116,False
unieval,complexity/non-complexity (content/meaning),Complexity (content),0,21,9,602,21,9,632,0.0,0.6127118365921841,0.4337685790108759,0.740781719303381,False
g eval,complexity/non-complexity (content/meaning),Complexity (content),0,23,9,600,23,9,632,0.0,0.6721679811823397,0.4122967697833044,0.740781719303381,False
bertscore,complexity/non-complexity (content/meaning),Complexity (content),1,132,8,491,133,9,632,0.468984962406015,0.6263434573055309,0.4286997385777908,0.740781719303381,False
bartscore,complexity/non-complexity (content/meaning),Complexity (content),0,34,9,589,34,9,632,0.0,1.0027344090746806,0.316649764289871,0.740781719303381,False
questeval,complexity/non-complexity (content/meaning),Complexity (content),0,10,9,613,10,9,632,0.0,0.2891678827171611,0.5907542646241793,0.7472265214368077,False
ndcg,complexity/non-complexity (content/meaning),Complexity (content),0,10,9,613,10,9,632,0.0,0.2891678827171611,0.5907542646241793,0.7472265214368077,False
recall,complexity/non-complexity (content/meaning),Complexity (content),0,57,9,566,57,9,632,0.0,1.7141814015112042,0.1904437525684885,0.740781719303381,False
f1,complexity/non-complexity (content/meaning),Complexity (content),0,93,9,530,93,9,632,0.0,2.88747329149984,0.0892708295064545,0.5847773970877063,False
win rate,complexity/non-complexity (content/meaning),Complexity (content),0,22,9,601,22,9,632,0.0,0.6424153596051566,0.4228375115048758,0.740781719303381,False
precision,complexity/non-complexity (content/meaning),Complexity (content),0,36,9,587,36,9,632,0.0,1.063495128749479,0.3024193786772622,0.740781719303381,False
spearman correlation,complexity/non-complexity (content/meaning),Complexity (content),1,20,8,603,21,9,632,3.6369047619047614,1.0952577703585409,0.2953091860366518,0.740781719303381,False
pearson correlation,complexity/non-complexity (content/meaning),Complexity (content),0,15,9,608,15,9,632,0.0,0.4355127640717331,0.5092962427726968,0.740781719303381,False
bleurt,complexity/non-complexity (content/meaning),Complexity (content),1,31,8,592,32,9,632,2.34375,0.5286324094702779,0.4671823910296847,0.740781719303381,False
qafacteval,complexity/non-complexity (content/meaning),Complexity (content),0,10,9,613,10,9,632,0.0,0.2891678827171611,0.5907542646241793,0.7472265214368077,False
cider,complexity/non-complexity (content/meaning),Complexity (content),0,16,9,607,16,9,632,0.0,0.4649250653956093,0.4953311875452643,0.740781719303381,False
mrr,complexity/non-complexity (content/meaning),Complexity (content),0,13,9,610,13,9,632,0.0,0.3768319531066899,0.5393036171261227,0.740781719303381,False
distinct,complexity/non-complexity (content/meaning),Complexity (content),0,16,9,607,16,9,632,0.0,0.4649250653956093,0.4953311875452643,0.740781719303381,False
attack success rate asr,complexity/non-complexity (content/meaning),Complexity (content),0,14,9,609,14,9,632,0.0,0.4061484454100359,0.5239309043844926,0.740781719303381,False
perplexity,complexity/non-complexity (content/meaning),Complexity (content),0,29,9,594,29,9,632,0.0,0.8517239422976429,0.3560650999311688,0.740781719303381,False
alignscore,complexity/non-complexity (content/meaning),Complexity (content),0,11,9,612,11,9,632,0.0,0.3183418261675232,0.5726058547863091,0.7412119148952531,False
chair,complexity/non-complexity (content/meaning),Complexity (content),0,10,9,613,10,9,632,0.0,0.2891678827171611,0.5907542646241793,0.7472265214368077,False
chrf,complexity/non-complexity (content/meaning),Complexity (content),0,13,9,610,13,9,632,0.0,0.3768319531066899,0.5393036171261227,0.740781719303381,False
comet,complexity/non-complexity (content/meaning),Complexity (content),0,27,9,596,27,9,632,0.0,0.7916727170399245,0.3735948114120284,0.740781719303381,False
cosine similarity,complexity/non-complexity (content/meaning),Complexity (content),0,13,9,610,13,9,632,0.0,0.3768319531066899,0.5393036171261227,0.740781719303381,False
auroc,complexity/non-complexity (content/meaning),Complexity (content),0,10,9,613,10,9,632,0.0,0.2891678827171611,0.5907542646241793,0.7472265214368077,False
rouge,creativity/non-creativity (outputs as a whole),Creativity,3,162,10,457,165,13,632,0.8490909090909091,0.064857758641187,0.7989765486220481,0.8555785172305188,False
bleu,creativity/non-creativity (outputs as a whole),Creativity,3,146,10,473,149,13,632,0.97248322147651,0.0018433680582088,0.9657537770779644,0.9737396131618506,False
accuracy,creativity/non-creativity (outputs as a whole),Creativity,3,124,10,495,127,13,632,1.1929133858267715,0.0710386004443578,0.7898305386719239,0.8497647383711463,False
exact match,creativity/non-creativity (outputs as a whole),Creativity,1,36,12,583,37,13,632,1.34009009009009,0.0745676375518974,0.7847988263599498,0.8477889946254791,False
moverscore,creativity/non-creativity (outputs as a whole),Creativity,0,19,13,600,19,13,632,0.0,0.802041419678378,0.3704837186394114,0.740781719303381,False
meteor,creativity/non-creativity (outputs as a whole),Creativity,1,59,12,560,60,13,632,0.7944444444444444,0.0532054714421489,0.817576532766451,0.8673709271634796,False
unieval,creativity/non-creativity (outputs as a whole),Creativity,0,21,13,598,21,13,632,0.0,0.8879242353639106,0.3460404409506605,0.740781719303381,False
g eval,creativity/non-creativity (outputs as a whole),Creativity,0,23,13,596,23,13,632,0.0,0.974091689340012,0.323661839038627,0.740781719303381,False
bertscore,creativity/non-creativity (outputs as a whole),Creativity,1,132,12,487,133,13,632,0.31265664160401,1.766154697251987,0.1838586823573464,0.740781719303381,False
bartscore,creativity/non-creativity (outputs as a whole),Creativity,0,34,13,585,34,13,632,0.0,1.4531861544144464,0.2280173943924199,0.740781719303381,False
questeval,creativity/non-creativity (outputs as a whole),Creativity,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
ndcg,creativity/non-creativity (outputs as a whole),Creativity,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
recall,creativity/non-creativity (outputs as a whole),Creativity,1,56,12,563,57,13,632,0.8406432748538011,0.0298021165462215,0.8629399933605775,0.901380495634778,False
f1,creativity/non-creativity (outputs as a whole),Creativity,1,92,12,527,93,13,632,0.4829749103942652,0.6125280922245662,0.4338375235376769,0.740781719303381,False
win rate,creativity/non-creativity (outputs as a whole),Creativity,1,21,12,598,22,13,632,2.310606060606061,0.5296313364079381,0.4667618945417049,0.740781719303381,False
precision,creativity/non-creativity (outputs as a whole),Creativity,1,35,12,584,36,13,632,1.3796296296296295,0.0894164559010831,0.7649203258865368,0.8352473289829706,False
spearman correlation,creativity/non-creativity (outputs as a whole),Creativity,0,21,13,598,21,13,632,0.0,0.8879242353639106,0.3460404409506605,0.740781719303381,False
pearson correlation,creativity/non-creativity (outputs as a whole),Creativity,1,14,12,605,15,13,632,3.4277777777777776,1.0411008332403355,0.3075655853840562,0.740781719303381,False
bleurt,creativity/non-creativity (outputs as a whole),Creativity,0,32,13,587,32,13,632,0.0,1.3654188369072655,0.2426005530480312,0.740781719303381,False
qafacteval,creativity/non-creativity (outputs as a whole),Creativity,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
cider,creativity/non-creativity (outputs as a whole),Creativity,0,16,13,603,16,13,632,0.0,0.6737467977872003,0.4117483447792907,0.740781719303381,False
mrr,creativity/non-creativity (outputs as a whole),Creativity,0,13,13,606,13,13,632,0.0,0.5460821505769926,0.4599229588509761,0.740781719303381,False
distinct,creativity/non-creativity (outputs as a whole),Creativity,0,16,13,603,16,13,632,0.0,0.6737467977872003,0.4117483447792907,0.740781719303381,False
attack success rate asr,creativity/non-creativity (outputs as a whole),Creativity,0,14,13,605,14,13,632,0.0,0.5885674177100738,0.4429736246743428,0.740781719303381,False
perplexity,creativity/non-creativity (outputs as a whole),Creativity,1,28,12,591,29,13,632,1.7327586206896552,0.2456306706279861,0.6201686004377251,0.7524042296120567,False
alignscore,creativity/non-creativity (outputs as a whole),Creativity,0,11,13,608,11,13,632,0.0,0.461319327576193,0.4970080283785083,0.740781719303381,False
chair,creativity/non-creativity (outputs as a whole),Creativity,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
chrf,creativity/non-creativity (outputs as a whole),Creativity,0,13,13,606,13,13,632,0.0,0.5460821505769926,0.4599229588509761,0.740781719303381,False
comet,creativity/non-creativity (outputs as a whole),Creativity,0,27,13,592,27,13,632,0.0,1.147288103442283,0.2841175648829201,0.740781719303381,False
cosine similarity,creativity/non-creativity (outputs as a whole),Creativity,0,13,13,606,13,13,632,0.0,0.5460821505769926,0.4599229588509761,0.740781719303381,False
auroc,creativity/non-creativity (outputs as a whole),Creativity,0,10,13,609,10,13,632,0.0,0.4190413212132234,0.5174157943310526,0.740781719303381,False
rouge,appropriateness of system response type,Response-Type Appropriateness,2,163,10,457,165,12,632,0.566060606060606,0.620224110672273,0.4309640172388707,0.740781719303381,False
bleu,appropriateness of system response type,Response-Type Appropriateness,3,146,9,474,149,12,632,1.0805369127516775,0.0135858678809303,0.9072099802207172,0.9332323137366094,False
accuracy,appropriateness of system response type,Response-Type Appropriateness,1,126,11,494,127,12,632,0.3614889047959914,1.2805758445940212,0.2577919941950936,0.740781719303381,False
exact match,appropriateness of system response type,Response-Type Appropriateness,0,37,12,583,37,12,632,0.0,1.462228118472374,0.2265759363057195,0.740781719303381,False
moverscore,appropriateness of system response type,Response-Type Appropriateness,1,18,11,602,19,12,632,2.9330143540669855,0.8192326097121556,0.3654046282678093,0.740781719303381,False
meteor,appropriateness of system response type,Response-Type Appropriateness,1,59,11,561,60,12,632,0.8666666666666666,0.0198986119491539,0.8878206155124572,0.9194925853750192,False
unieval,appropriateness of system response type,Response-Type Appropriateness,0,21,12,599,21,12,632,0.0,0.8189518677165762,0.3654867933750026,0.740781719303381,False
g eval,appropriateness of system response type,Response-Type Appropriateness,0,23,12,597,23,12,632,0.0,0.8984247532099454,0.3432044441194596,0.740781719303381,False
bertscore,appropriateness of system response type,Response-Type Appropriateness,2,131,10,489,133,12,632,0.750375939849624,0.1490341384306415,0.6994600840982378,0.7867850515471567,False
bartscore,appropriateness of system response type,Response-Type Appropriateness,1,33,11,587,34,12,632,1.5989304812834222,0.1815579758683104,0.6700377454405361,0.7714242996350326,False
