raw_string,source,occurrences_llm,occurrences_human,chosen_id,chosen_name,chosen_type,chosen_source,stage1_qcet_id,stage1_qcet_fit,stage2_cluster_id,fit,construct,justification,cache_hit,error,override_applied
Context Fluency,human,0,1,QOG-w-3,Fluency,qcet,stage4_llm,QOG-w-3,partial,-1,strong,fluency of output in context,"Fluency is a general property, context implied.",True,,
Context Precision,llm,1,0,QIF-c-3,Specificity/Non-specificity (relative to input),qcet,stage4_llm,QIF-c-3,partial,-1,partial,specificity control relative to input,Precision relates to specificity control but emphasizes accuracy over granularity.,True,,
context precision,llm,1,0,QIF-c-3,Specificity/Non-specificity (relative to input),qcet,stage4_llm,QIG-c-3,partial,-1,partial,specificity control relative to input,Precision relates to specificity control but emphasizes accuracy over granularity.,True,,
Context Recall,llm,1,0,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,strong,coverage of input content,Recall directly matches omission avoidance in input content coverage.,True,,
Context Specificity,human,0,1,QIF-c-3,Specificity/Non-specificity (relative to input),qcet,stage4_llm,QIF-c-3,partial,-1,strong,specificity control relative to input,Exact match to specificity relative to input context.,True,,
Context gathering,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,process of collecting context,"Describes a system action, not an output quality criterion.",True,,
Context misunderstanding,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,system interpretation error,"Refers to input processing failure, not output quality.",True,,
Contextual and Legal Understanding,llm,1,0,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,,none,-1,partial,Appropriateness in legal context,Legal aspect extends beyond general appropriateness definition.,True,,
Contextual compatibility,human,0,1,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,QEG-w-2,partial,-1,strong,Output fit for context,Direct synonym for context-appropriate outputs.,True,,
Contextual consistency,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,,none,-1,partial,Output-input alignment,Contextual focus narrows input-consistency scope.,True,,
Contextual understanding,llm,1,0,QIG-c-3,Relevance to Input,qcet,stage4_llm,QIG-c-3,partial,-1,partial,Input-context relevance,Understanding implies deeper relevance than defined.,True,,
Contextual Coherence,llm,1,0,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,partial,Contextual logical flow,Contextual aspect not explicit in coherence definition.,True,,
Contingency,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,,none,-1,partial,Logical connection consistency,"Contingency implies logical relations between ideas, aligning with coherence.",True,,
Contingency relation,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,,none,-1,partial,Accuracy of relational meaning,Refers to correctness of dependent relationships in content.,True,,
Conversation revision quality,llm,1,0,QIG-c-3,Relevance to Input,qcet,stage4_llm,,none,-1,partial,Appropriateness to dialogue context,Revision quality depends on relevance to conversation history.,True,,
Conversation-level SE attempt detection,llm,1,0,QTC-w-1,Classification Accuracy,qcet,stage4_llm,,none,-1,strong,Accuracy in identifying attempts,Detection aligns with classification against target labels.,True,,
Conversational Alignment,human,0,1,QIG-c-3,Relevance to Input,qcet,stage4_llm,QIG-c-3,partial,-1,partial,Output relevance to dialogue context,Alignment emphasizes relevance to conversational input.,True,,
Control Success,human,0,1,QIF-w-5,Control over Multiple Attributes,qcet,stage4_llm,QIF-w-5,partial,-1,strong,success in controlling output attributes,Directly matches QIF-w-5's focus on achieving target attribute levels from input.,True,,
Conversation Coherency,human,0,1,QOG-c-3,Coherence,qcet,stage4_llm,QOG-c-3,partial,-1,partial,logical connection of content in dialogue,Specific to conversation context while QOG-c-3 is broader content coherence.,True,,
Conversation quality,human,0,1,AUX-OverallQuality,Overall Quality / Preference,aux,stage4_llm,,none,-1,partial,holistic conversation assessment,Undefined holistic judgment without decomposition into specific criteria.,True,,
Convincingness likelihood,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,probability of being persuasive,No QCET leaf covers persuasiveness or believability metrics.,True,,
Coordinates accuracy,llm,1,0,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,QTC-w-3,partial,-1,strong,precision matching target coordinates,Specific case of matching spatial outputs to reference targets.,True,,
Copy,human,0,1,QIF-f-4,Similarity/Dissimilarity to Input (form),qcet,stage4_llm,QIF-f-4,partial,-1,partial,similarity to input form,"Copy implies form similarity to input, matching QIF-f-4's scope but is narrower.",True,,
Copy from prefix,human,0,1,QIF-f-4,Similarity/Dissimilarity to Input (form),qcet,stage4_llm,QIF-f-4,partial,-1,partial,form similarity to input prefix,"Copying from prefix aligns with input form similarity, though prefix specificity isn't explicit in QIF-f-4.",True,,
Copy without reasoning,human,0,1,QIC-c-2,Absence of Additions (relative to input),qcet,stage4_llm,QIC-c-2,partial,-1,partial,avoiding extra content,"Copying without reasoning suggests no added content, fitting QIC-c-2's focus but emphasizing reasoning omission.",True,,
Core medical concepts usage,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,inclusion of input concepts,"Usage of core concepts implies avoiding omissions, matching QIC-c-1 but is domain-specific.",True,,
Core metric capabilities,llm,1,0,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,metric feature assessment,"Refers to metric properties, not output quality, so unclassifiable in QCET.",True,,
Conversational Flow (CF),llm,1,0,QOG-c-3.1,Wellorderedness,qcet,stage4_llm,QOG-c-3.1,partial,-1,partial,logical ordering of content,"Flow implies ordered progression in dialogue, aligning partially with wellorderedness.",True,,
Conversational Insightfulness,human,0,1,QOG-c-2,Informativeness,qcet,stage4_llm,,none,-1,partial,depth and value of information,Insightfulness reflects informative depth but is narrower than general informativeness.,True,,
conversational insightfulness,llm,1,0,QOG-c-2,Informativeness,qcet,stage4_llm,QOG-c-2,partial,-1,partial,depth and value of information,Insightfulness reflects informative depth but is narrower than general informativeness.,True,,
Contradictory Hallucination,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,QIC-c-3,partial,-1,strong,input-output consistency,Contradictory hallucinations directly violate input consistency.,True,,
Control Accuracy,human,0,1,QIF-w-5,Control over Multiple Attributes,qcet,stage4_llm,QIF-w-5,partial,-1,partial,attribute-target alignment,Accuracy in control matches attribute targeting but implies precision measurement.,True,,
Control Relevance,human,0,1,QIG-c-3,Relevance to Input,qcet,stage4_llm,QIG-c-3,partial,-1,strong,input-appropriate relevance,Directly corresponds to relevance relative to input specifications.,True,,
Correct mention of wa,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,omission of input content units,"Focuses on correctly including a specific input element ('wa'), aligning with absence of omissions.",True,,
Correct mention of wp,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,partial,omission of input content units,"Targets accurate inclusion of input-specified element ('wp'), matching omission prevention.",True,,
Correct pun word identification,llm,1,0,QTC-w-3.1,Complete Word Matching,qcet,stage4_llm,QTC-w-3.1,partial,-1,partial,word-level match to target,"Requires exact identification of pun words against targets, fitting word matching.",True,,
Correct reasoning with traceability,human,0,1,QIG-w-3,Quality as Explanation of Input,qcet,stage4_llm,,none,-1,partial,explanation quality relative to input,"Emphasizes accurate, traceable reasoning as explanations of input content.",True,,
Correct&Unseen,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage4_llm,QOC-w-1,partial,-1,partial,overall output correctness,"Prioritizes general correctness, with 'unseen' implying a condition but not altering core criterion.",True,,
Correct (Idiomatic),human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,semantic accuracy of expressions,Idiomatic correctness is a subset of semantic correctness.,True,,
Correct Answer Prevention of Guesswork,human,0,1,QOG-w-5.1,Clarity,qcet,stage4_llm,,none,-1,partial,output clarity for users,"Preventing guesswork requires clear, unambiguous outputs.",True,,
Correct Answer Relevance,human,0,1,QIG-c-3,Relevance to Input,qcet,stage4_llm,QIG-c-3,partial,-1,strong,output-input relevance,Directly matches relevance to input criterion.,True,,
Correct Filtering Conditions,llm,1,0,QIC-c-3,Consistency with Input,qcet,stage4_llm,,none,-1,partial,input-output consistency,Filtering correctness implies input consistency.,True,,
Correct Formula/Algorithm,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage4_llm,QOC-w-1,partial,-1,partial,overall output accuracy,Formula correctness falls under general output errors.,True,,
Correct S,human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage4_llm,,none,-1,partial,overall output correctness,Ambiguous 'S' suggests general correctness focus,True,,
Correct article selection,human,0,1,QOC-f-1,Grammaticality,qcet,stage4_llm,QOC-f-1,partial,-1,strong,grammatical article usage,Article selection directly impacts grammaticality,True,,
Correct identification and correction of known knowledge errors (KKE),llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,strong,factual accuracy maintenance,Aligns with factual error correction focus,True,,
Correct mention of Sa,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,strong,input-specified content inclusion,Mentions relate to input-specified content units,True,,
Correct mention of Sp,human,0,1,QIC-c-1,Absence of Omissions (relative to input),qcet,stage4_llm,QIC-c-1,partial,-1,strong,input-specified content inclusion,Same rationale as Sa mentions (QIC-c-1),True,,
CorefE,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,absence of coreference errors,Coreference errors are a specific type of semantic error.,True,,
Coreference Error,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,absence of coreference errors,Coreference errors fall under semantic correctness.,True,,
Coreference Error (CorefE),human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,absence of coreference errors,Coreference errors are a subset of semantic errors.,True,,
Coreference Information,human,0,1,AUX-Other,Other / Unclassifiable,aux,stage4_llm,,none,-1,partial,ambiguous term or noise,Not a clear evaluation criterion; likely extraction noise.,True,,
Coreference Resolution Accuracy,human,0,1,QTC-w-6,Parse Accuracy (with references),qcet,stage4_llm,QTC-w-6,partial,-1,partial,coreference parse accuracy,Coreference resolution is a parse task evaluated against targets.,True,,
coreference resolution accuracy,human,0,1,QTC-w-6,Parse Accuracy (with references),qcet,stage4_llm,QTC-w-6,partial,-1,partial,coreference parse accuracy,Coreference resolution is a parse task evaluated against targets.,True,,
Correct reasoning without traceability,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,partial,logical validity of reasoning,"Focuses on reasoning correctness, aligning with semantic accuracy, but traceability aspect is unaddressed.",True,,
"Correct reasoning, incorrect number",human,0,1,QOC-w-1,Correctness of Outputs (outputs as a whole),qcet,stage4_llm,QOC-w-1,partial,-1,partial,overall output accuracy,"Addresses compound errors in reasoning and data, fitting broad correctness, but specificity narrows scope.",True,,
Correct use of definitions/instances,human,0,1,QOC-c-1,Semantic Correctness,qcet,stage4_llm,QOC-c-1,partial,-1,strong,semantic precision in terminology,Directly matches semantic correctness through accurate application of definitions.,True,,
Correct use of persuasive strategy,llm,1,0,QEG-w-2,Appropriateness (outputs as a whole),qcet,stage4_llm,,none,-1,partial,contextual suitability of rhetoric,"Relates to contextual appropriateness, but persuasion strategy implies narrower focus.",True,,
Correctness of answers,human,0,1,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,QTC-w-3,partial,-1,strong,alignment with target responses,"Explicitly measures fidelity to reference answers, matching target-output alignment.",True,,
correctness of answers,human,0,1,QTC-w-3,Complete Target Output Matching,qcet,stage4_llm,QTC-w-3,partial,-1,strong,alignment with target responses,"Explicitly measures fidelity to reference answers, matching target-output alignment.",True,,
Correctness of counterfactual representation,human,0,1,QEC-c-2,Relative Factual Accuracy,qcet,stage4_llm,,none,-1,partial,accuracy relative to scenario,Measures truthfulness against defined hypothetical scenarios as the source.,True,,
Correctness of description-concept mapping,llm,1,0,QEC-c-2,Relative Factual Accuracy,qcet,stage4_llm,,none,-1,partial,accuracy of semantic mappings,Assesses alignment between descriptions and concepts using an external reference.,True,,
Correctness of drug recommendation,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,medical factual accuracy,Evaluates real-world accuracy of medical advice per external knowledge.,True,,
Correctness of legal article references,llm,1,0,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,accuracy of legal citations,Checks real-world validity of referenced legal sources.,True,,
Correctness of legal elements,human,0,1,QEC-c-1,Factual Truth,qcet,stage4_llm,QEC-c-1,partial,-1,partial,accuracy of legal content,Measures factual precision in legal information per reality.,True,,
Counter-speech,human,0,1,QEC-c-3,Absence of Bias / Stereotypes,qcet,stage4_llm,,none,-1,partial,Reduction of biased/harmful content,Counter-speech targets bias mitigation but focuses on proactive response rather than absence.,True,,
